0,1,2,3,4,5,6,7,8,9,10
5,5,111,0,24.1,327,196.2,196.2,196.2,196.2,61
5,5,112,0,25.7,689.08,245.908,293.6531478,493.5090124,245.908,63
5,5,113,0,25.3,206,123.6,123.6,123.6,123.6,67
5,5,114,0,24.2,132,79.2,79.2,79.2,79.2,73
5,5,115,0,22.8,80,48,48,48,48,80
5,5,116,0,21.4,4,2.4,2.4,2.4,2.4,87
5,5,117,0,20.2,0,0,0,0,0,92
5,5,118,0,19.5,0,0,0,0,0,95
5,5,119,0,19.3,0,0,0,0,0,97
5,6,120,0,19.4,0,0,0,0,0,97
5,6,121,0,19.6,0,0,0,0,0,96
5,6,122,0,19.9,0,0,0,0,0,95
5,6,123,0,20.1,0,0,0,0,0,93
5,6,124,0,20.1,0,0,0,0,0,92
5,6,125,0,19.9,0,0,0,0,0,91
5,6,126,0,19.8,0,0,0,0,0,91
5,6,127,0,19.8,3,1.8,1.8,1.8,1.8,90
5,6,128,0,20,29,17.4,17.4,17.4,17.4,91
5,6,129,0,20.5,59,35.4,35.4,35.4,35.4,91
5,6,130,0,21.4,91,54.6,54.6,54.6,54.6,92
5,6,131,0,22.3,120,72,72,72,72,93
5,6,132,0,22.7,142,85.2,85.2,85.2,85.2,94
5,6,133,0,22.3,154,92.4,92.4,92.4,92.4,95
5,6,134,0,21.3,154,92.4,92.4,92.4,92.4,96
5,6,135,0,20.2,141,84.6,84.6,84.6,84.6,96
5,6,136,0,19.3,118,70.8,70.8,70.8,70.8,96
5,6,137,0,18.6,89,53.4,53.4,53.4,53.4,96
5,6,138,0,18.3,57,34.2,34.2,34.2,34.2,95
5,6,139,0,18.2,27,16.2,16.2,16.2,16.2,95
5,6,140,0,18.4,2,1.2,1.2,1.2,1.2,94
5,6,141,0,18.6,0,0,0,0,0,93
5,6,142,0,18.8,0,0,0,0,0,92
5,6,143,0,18.9,0,0,0,0,0,92
5,7,144,0,18.9,0,0,0,0,0,91
5,7,145,0,18.8,0,0,0,0,0,91
5,7,146,0,18.6,0,0,0,0,0,91
5,7,147,0,18.3,0,0,0,0,0,92
5,7,148,0,17.9,0,0,0,0,0,93
5,7,149,0,17.5,0,0,0,0,0,94
5,7,150,0,17.3,0,0,0,0,0,96
5,7,151,0,17.3,5,3,3,3,3,96
5,7,152,0,17.4,44,26.4,26.4,26.4,26.4,97
5,7,153,0,17.5,90,54,54,54,54,96
5,7,154,0,17.6,138,82.8,82.8,82.8,82.8,94
5,7,155,0,17.6,182,109.2,109.2,109.2,109.2,92
5,7,156,0,17.8,216,129.6,129.6,129.6,129.6,89
5,7,157,0,18.1,234,140.4,140.4,140.4,140.4,86
5,7,158,0,18.6,234,140.4,140.4,140.4,140.4,84
5,7,159,0,19.4,215,129,129,129,129,82
5,7,160,0,20.4,180,108,108,108,108,81
5,7,161,0,21.4,135,81,81,81,81,81
5,7,162,0,21.8,87,52.2,52.2,52.2,52.2,82
5,7,163,0,21.4,41,24.6,24.6,24.6,24.6,83
5,7,164,0,20.4,3,1.8,1.8,1.8,1.8,84
5,7,165,0,19.4,0,0,0,0,0,86
5,7,166,0,18.7,0,0,0,0,0,88
5,7,167,0,18.2,0,0,0,0,0,90
5,8,168,0,17.9,0,0,0,0,0,92
5,8,169,0,17.7,0,0,0,0,0,94
5,8,170,0,17.4,0,0,0,0,0,96
